id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1667674,1,2016-03-17 07:21:31,2016-03-17 07:33:17,1,-73.982208251953125,40.764579772949219,-73.974456787109375,40.751247406005859,N,706
id0809953,2,2016-02-29 00:10:19,2016-02-29 00:17:20,2,-73.941886901855469,40.711849212646484,-73.946914672851563,40.727027893066406,N,421
id1398529,2,2016-03-19 21:07:41,2016-03-19 21:13:10,5,-73.979454040527344,40.761505126953125,-73.975837707519531,40.776226043701172,N,329
id0998820,2,2016-06-06 17:11:16,2016-06-06 17:21:06,1,-73.974800109863281,40.761390686035156,-73.99114990234375,40.739288330078125,N,590
id3003945,1,2016-05-12 18:44:50,2016-05-12 19:19:53,1,-74.008468627929687,40.720268249511719,-73.956710815429687,40.774852752685547,N,2103
id3039021,1,2016-05-20 23:33:56,2016-05-20 23:57:56,1,-73.997573852539063,40.721088409423828,-73.962196350097656,40.709972381591797,N,1440
id0198948,2,2016-05-12 15:32:20,2016-05-12 15:53:23,1,-73.982246398925781,40.764789581298828,-73.993881225585937,40.746360778808594,N,1263
id2059317,2,2016-03-31 09:20:02,2016-03-31 09:36:16,1,-74.005500793457031,40.749298095703125,-74.010047912597656,40.720821380615234,N,974
id0697509,1,2016-04-20 10:53:36,2016-04-20 10:56:30,1,-73.966133117675781,40.767910003662109,-73.958946228027344,40.765628814697266,N,174
id0878036,2,2016-03-29 17:38:16,2016-03-29 17:50:11,1,-73.991470336914063,40.749790191650391,-74.001014709472656,40.75738525390625,N,715
id3500380,2,2016-04-18 06:38:13,2016-04-18 06:45:08,1,-74.001914978027344,40.75091552734375,-73.986083984375,40.7606201171875,N,415
id1309379,2,2016-06-19 12:22:56,2016-06-19 12:50:00,1,-73.971153259277344,40.793033599853516,-73.863807678222656,40.769126892089844,N,1624
id3623763,1,2016-05-23 22:02:55,2016-05-23 22:14:58,1,-73.991233825683594,40.727924346923828,-73.962982177734375,40.714759826660156,N,723
id0800558,1,2016-02-16 13:51:18,2016-02-16 13:58:47,1,-73.970741271972656,40.753536224365234,-73.976890563964844,40.739219665527344,N,449
id0670162,2,2016-06-09 17:41:27,2016-06-09 17:54:43,1,-73.971382141113281,40.629108428955078,-73.967872619628906,40.597518920898438,N,796
id1250502,2,2016-04-10 12:14:11,2016-04-10 12:42:08,5,-73.993049621582031,40.731727600097656,-73.968154907226562,40.790676116943359,N,1677
id0154410,2,2016-01-01 19:43:38,2016-01-01 19:54:32,2,-73.973381042480469,40.760288238525391,-73.985137939453125,40.756240844726563,N,654
id3158369,2,2016-06-01 19:14:28,2016-06-01 19:19:11,1,-73.958946228027344,40.774845123291016,-73.946495056152344,40.772506713867188,N,283
id1663778,2,2016-01-30 10:47:13,2016-01-30 10:53:13,2,-73.994232177734375,40.755821228027344,-73.9813232421875,40.759269714355469,N,360
id1092556,2,2016-03-08 00:29:34,2016-03-08 00:38:49,1,-73.982307434082031,40.759620666503906,-73.981819152832031,40.784713745117188,N,555
id0862940,2,2016-06-17 14:46:44,2016-06-17 14:53:16,3,-73.979583740234375,40.776439666748047,-73.988136291503906,40.767280578613281,N,392
id2867832,1,2016-04-09 18:16:20,2016-04-09 18:18:01,1,-73.979881286621094,40.775825500488281,-73.983100891113281,40.775009155273438,N,101
id2376962,1,2016-06-07 06:51:30,2016-06-07 07:01:59,1,-73.974052429199219,40.7474365234375,-73.986747741699219,40.738609313964844,N,629
id2342189,2,2016-05-25 16:13:19,2016-05-25 16:30:48,3,-73.966293334960938,40.789470672607422,-73.956230163574219,40.772994995117188,N,1049
id1763637,2,2016-06-14 20:03:10,2016-06-14 20:11:59,1,-73.955368041992188,40.776851654052734,-73.975929260253906,40.787860870361328,N,529
id0856173,1,2016-06-28 15:18:03,2016-06-28 15:50:09,1,-73.957687377929688,40.785423278808594,-73.982063293457031,40.750621795654297,N,1926
id1936344,1,2016-06-13 12:33:56,2016-06-13 12:46:26,1,-73.975006103515625,40.751041412353516,-73.9893798828125,40.736637115478516,N,750
id2413816,2,2016-02-11 17:17:43,2016-02-11 17:32:05,1,-73.989532470703125,40.753128051757812,-73.980903625488281,40.753730773925781,N,862
id2050513,2,2016-04-28 17:52:00,2016-04-28 18:00:37,1,-73.983787536621094,40.765472412109375,-73.964614868164062,40.769981384277344,N,517
id2330956,2,2016-04-09 12:26:46,2016-04-09 12:31:45,1,-73.966499328613281,40.757560729980469,-73.956253051757813,40.767578125,N,299
id0070629,1,2016-04-04 20:21:15,2016-04-04 20:27:19,1,-73.98211669921875,40.774753570556641,-73.9688720703125,40.79779052734375,N,364
id3869135,1,2016-01-17 04:51:35,2016-01-17 05:03:14,2,-73.994186401367188,40.719890594482422,-73.992103576660156,40.689464569091797,N,699
id0994505,2,2016-02-28 00:23:00,2016-02-28 00:27:03,1,-73.982025146484375,40.778633117675781,-73.977638244628906,40.784175872802734,N,243
id3734916,2,2016-02-24 22:48:46,2016-02-24 22:55:54,1,-73.98980712890625,40.734428405761719,-73.978111267089844,40.751091003417969,N,428
id3405145,2,2016-04-25 22:16:08,2016-04-25 22:21:57,1,-73.985786437988281,40.763938903808594,-73.986297607421875,40.756786346435547,N,349
id1127001,2,2016-03-29 19:35:00,2016-03-29 20:01:45,2,-73.862846374511719,40.7694091796875,-73.993179321289063,40.746448516845703,N,1605
id3722569,2,2016-02-04 19:26:41,2016-02-04 19:42:00,1,-74.006706237792969,40.730110168457031,-73.982872009277344,40.731430053710938,N,919
id3126731,2,2016-04-15 17:47:08,2016-04-15 17:52:02,5,-73.974937438964844,40.791057586669922,-73.980888366699219,40.781723022460938,N,294
id2117368,2,2016-06-29 22:05:43,2016-06-29 22:17:00,1,-73.985343933105469,40.727340698242187,-73.966278076171875,40.757614135742187,N,677
id3787067,1,2016-05-31 22:42:16,2016-05-31 22:55:51,1,-73.981536865234375,40.732906341552734,-73.9423828125,40.748687744140625,N,815
id2404702,1,2016-03-21 04:06:28,2016-03-21 04:16:39,1,-73.9549560546875,40.777706146240234,-73.991851806640625,40.750041961669922,N,611
id1871400,2,2016-01-28 13:37:00,2016-01-28 13:45:22,1,-73.957893371582031,40.760871887207031,-73.957542419433594,40.772678375244141,N,502
id2233873,1,2016-04-24 12:24:38,2016-04-24 12:32:39,1,-73.983131408691406,40.730411529541016,-73.991592407226562,40.738544464111328,N,481
id1402578,1,2016-01-14 16:28:42,2016-01-14 16:32:51,1,-73.970046997070312,40.757823944091797,-73.973503112792969,40.750766754150391,N,249
id3331049,1,2016-01-15 01:38:05,2016-01-15 01:43:08,1,-73.990242004394531,40.719062805175781,-73.945869445800781,40.72552490234375,N,303
id2458700,1,2016-06-28 06:29:55,2016-06-28 06:33:28,1,-73.990859985351563,40.755523681640625,-73.979759216308594,40.755699157714844,N,213
id1118171,1,2016-01-13 06:25:32,2016-01-13 06:33:15,1,-73.9912109375,40.756252288818359,-73.9669189453125,40.761478424072266,N,463
id3245848,2,2016-03-22 06:46:12,2016-03-22 06:54:11,1,-73.9613037109375,40.771755218505859,-73.981704711914063,40.759769439697266,N,479
id0391216,2,2016-03-20 07:51:33,2016-03-20 08:03:38,1,-73.987327575683594,40.757316589355469,-74.001708984375,40.756511688232422,N,725
id0129123,1,2016-01-21 11:59:22,2016-01-21 12:08:37,1,-73.996505737304688,40.725811004638672,-74.000656127929687,40.735755920410156,N,555
id2060070,2,2016-01-03 13:47:01,2016-01-03 13:58:52,4,-73.990165710449219,40.761608123779297,-73.991012573242188,40.735000610351563,N,711
id2332715,1,2016-05-21 02:47:56,2016-05-21 02:52:33,1,-73.986572265625,40.755752563476562,-73.976242065429687,40.749855041503906,N,277
id1949739,2,2016-02-09 14:11:18,2016-02-09 14:15:06,1,-73.960365295410156,40.766281127929688,-73.963058471679688,40.757457733154297,N,228
id3025226,2,2016-04-05 22:52:56,2016-04-05 23:15:28,1,-73.98516845703125,40.741828918457031,-73.984092712402344,40.674900054931641,N,1352
id3474259,2,2016-03-27 15:47:21,2016-03-27 15:55:48,1,-73.978370666503906,40.757976531982422,-73.994598388671875,40.759262084960938,N,507
id1328971,1,2016-06-13 18:36:41,2016-06-13 18:59:22,1,-73.972511291503906,40.759609222412109,-74.002853393554687,40.760429382324219,N,1361
id2224655,2,2016-05-17 22:02:42,2016-05-17 22:14:01,3,-73.988258361816406,40.731884002685547,-73.962272644042969,40.715560913085937,N,679
id2645757,1,2016-02-16 15:33:06,2016-02-16 15:46:30,1,-73.95892333984375,40.780006408691406,-73.984649658203125,40.765071868896484,N,804
id0437281,1,2016-04-25 09:56:16,2016-04-25 10:05:41,1,-74.001792907714844,40.747409820556641,-73.999725341796875,40.738540649414062,N,565
id2345303,2,2016-02-26 13:05:14,2016-02-26 13:15:20,1,-73.979324340820313,40.750564575195312,-73.986343383789062,40.728061676025391,N,606
id1526560,1,2016-02-09 19:38:06,2016-02-09 19:50:59,1,-73.982429504394531,40.692245483398437,-73.893486022949219,40.722251892089844,N,773
id1983125,1,2016-02-02 21:51:10,2016-02-02 22:02:51,1,-73.969657897949219,40.763172149658203,-73.979438781738281,40.739959716796875,N,701
id3366855,2,2016-02-07 23:29:15,2016-02-07 23:34:31,5,-73.951507568359375,40.784965515136719,-73.9425048828125,40.797386169433594,N,316
id2616530,1,2016-01-06 12:40:53,2016-01-06 12:57:24,1,-73.975746154785156,40.744731903076172,-73.95562744140625,40.776725769042969,N,991
id2704865,2,2016-03-14 17:16:07,2016-03-14 18:01:40,1,-74.006759643554687,40.705558776855469,-73.980567932128906,40.787540435791016,N,2733
id1147895,1,2016-02-19 20:19:13,2016-02-19 20:32:34,1,-73.984504699707031,40.738513946533203,-73.988800048828125,40.725814819335938,N,801
id1434417,1,2016-02-24 21:34:53,2016-02-24 21:48:51,2,-73.984184265136719,40.761344909667969,-73.976943969726563,40.747482299804688,N,838
id2028006,1,2016-05-29 09:48:27,2016-05-29 10:04:24,4,-73.990653991699219,40.751331329345703,-74.018173217773438,40.708766937255859,N,957
id3554204,2,2016-06-26 18:05:33,2016-06-26 18:39:26,2,-73.863388061523438,40.770198822021484,-73.922828674316406,40.701419830322266,N,2033
id2984779,2,2016-05-30 16:09:38,2016-05-30 16:46:14,4,-73.870750427246094,40.773670196533203,-73.964897155761719,40.804450988769531,N,2196
id1178116,2,2016-01-21 08:14:13,2016-01-21 08:23:46,6,-73.989852905273438,40.747020721435547,-73.986343383789062,40.761341094970703,N,573
id1909792,1,2016-02-15 12:29:03,2016-02-15 12:38:00,2,-74.005264282226563,40.7210693359375,-74.008087158203125,40.745174407958984,N,537
id3173558,2,2016-03-05 14:14:46,2016-03-05 14:29:26,1,-73.969451904296875,40.753131866455078,-73.999176025390625,40.726696014404297,N,880
id2031158,2,2016-05-21 00:17:50,2016-05-21 00:25:58,3,-73.991722106933594,40.722377777099609,-73.999618530273437,40.716991424560547,N,488
id3093018,2,2016-06-04 18:24:51,2016-06-04 18:33:37,1,-73.989830017089844,40.752063751220703,-73.974693298339844,40.756797790527344,N,526
id0067066,1,2016-06-11 10:51:24,2016-06-11 10:55:01,1,-73.955039978027344,40.777496337890625,-73.957878112792969,40.769481658935547,N,217
id3703165,1,2016-05-31 22:46:16,2016-05-31 22:47:57,1,-73.985389709472656,40.764019012451172,-73.982307434082031,40.763130187988281,N,101
id3078317,2,2016-05-29 02:55:56,2016-05-29 03:17:24,1,-73.976333618164062,40.785930633544922,-73.916183471679688,40.813030242919922,N,1288
id2772783,1,2016-05-03 21:00:27,2016-05-03 21:06:28,1,-73.976531982421875,40.76171875,-73.985244750976563,40.758907318115234,N,361
id1715910,1,2016-01-28 07:21:02,2016-01-28 07:31:39,1,-73.984382629394531,40.758872985839844,-73.9833984375,40.781833648681641,N,637
id0532060,1,2016-04-13 17:44:40,2016-04-13 18:04:22,1,-73.969505310058594,40.763526916503906,-73.941200256347656,40.788009643554688,N,1182
id0086150,2,2016-04-08 06:51:31,2016-04-08 06:54:03,1,-73.952789306640625,40.772109985351562,-73.960220336914062,40.773738861083984,N,152
id2392636,2,2016-02-13 10:45:02,2016-02-13 11:14:08,1,-73.781776428222656,40.644676208496094,-73.993240356445313,40.756431579589844,N,1746
id3970513,1,2016-01-13 15:05:55,2016-01-13 15:11:11,1,-73.989418029785156,40.768138885498047,-73.981964111328125,40.783302307128906,N,316
id1076006,2,2016-06-22 16:11:13,2016-06-22 16:31:50,1,-73.987953186035156,40.735958099365234,-73.970672607421875,40.761878967285156,N,1237
id2578800,2,2016-02-12 20:11:37,2016-02-12 20:27:15,6,-73.984771728515625,40.742820739746094,-73.982017517089844,40.765735626220703,N,938
id3587213,2,2016-05-12 19:11:35,2016-05-12 19:16:51,1,-73.96575927734375,40.762760162353516,-73.949020385742188,40.777469635009766,N,316
id0137008,2,2016-04-02 23:42:52,2016-04-02 23:48:02,2,-73.984153747558594,40.740478515625,-73.989471435546875,40.733501434326172,N,310
id1479028,2,2016-03-19 18:58:08,2016-03-19 19:01:47,1,-73.982017517089844,40.764884948730469,-73.9783935546875,40.766639709472656,N,219
id2012438,1,2016-05-26 21:44:29,2016-05-26 21:50:28,1,-74.003562927246094,40.732082366943359,-73.99456787109375,40.731845855712891,N,359
id0438297,1,2016-02-11 13:17:09,2016-02-11 13:21:23,1,-73.974845886230469,40.75921630859375,-73.9764404296875,40.76214599609375,N,254
id1670400,1,2016-01-28 14:35:49,2016-01-28 14:53:00,1,-73.985862731933594,40.731086730957031,-74.009414672851563,40.718753814697266,N,1031
id3542612,1,2016-01-21 21:54:11,2016-01-21 22:01:53,1,-73.975837707519531,40.764205932617188,-73.991188049316406,40.762012481689453,N,462
id1772269,1,2016-01-12 18:42:38,2016-01-12 18:52:45,1,-73.988601684570313,40.753429412841797,-74.005279541015625,40.737144470214844,N,607
id0648312,1,2016-01-04 14:49:11,2016-01-04 14:56:01,1,-73.966751098632813,40.757461547851563,-73.975082397460938,40.741588592529297,N,410
id0837672,1,2016-02-27 13:15:45,2016-02-27 13:24:15,1,-74.00189208984375,40.737808227539063,-73.994636535644531,40.761253356933594,N,510
id0585427,1,2016-02-25 18:43:43,2016-02-25 18:49:30,1,-73.990638732910156,40.7303466796875,-73.984519958496094,40.740253448486328,N,347
id1456699,2,2016-05-23 10:40:20,2016-05-23 10:45:07,3,-74.008331298828125,40.737510681152344,-74.002006530761719,40.729568481445313,N,287
id3575294,2,2016-02-04 13:38:35,2016-02-04 14:05:19,1,-74.009773254394531,40.706161499023437,-73.993461608886719,40.734539031982422,N,1604
id1263638,2,2016-04-25 23:06:36,2016-04-25 23:36:53,1,-73.781852722167969,40.644760131835938,-74.017341613769531,40.707050323486328,N,1817
id2473855,1,2016-03-14 14:25:26,2016-03-14 14:30:09,1,-73.972038269042969,40.762481689453125,-73.964088439941406,40.765304565429688,N,283
id1703865,2,2016-03-16 20:12:52,2016-03-16 20:15:11,1,-73.956146240234375,40.771839141845703,-73.956878662109375,40.766590118408203,N,139
id2812984,1,2016-06-08 03:27:35,2016-06-08 04:05:33,1,-73.988838195800781,40.763633728027344,-73.878425598144531,40.825286865234375,N,2278
id0226498,1,2016-03-11 06:45:29,2016-03-11 06:50:01,1,-73.974708557128906,40.783222198486328,-73.982292175292969,40.769809722900391,N,272
id2456950,1,2016-05-15 21:25:54,2016-05-15 21:33:23,2,-73.9747314453125,40.753738403320313,-73.96734619140625,40.760467529296875,N,449
id1187519,2,2016-03-11 19:36:11,2016-03-11 19:45:11,2,-73.986854553222656,40.750816345214844,-73.971443176269531,40.75469970703125,N,540
id3069780,1,2016-05-25 12:42:06,2016-05-25 13:14:44,1,-73.968254089355469,40.767696380615234,-73.980186462402344,40.755241394042969,N,1958
id0400717,2,2016-02-12 05:56:59,2016-02-12 06:06:32,1,-73.979011535644531,40.77703857421875,-73.983680725097656,40.754638671875,N,573
id0731395,1,2016-03-22 12:40:58,2016-03-22 13:18:15,1,-73.977615356445313,40.787326812744141,-73.978622436523437,40.750782012939453,N,2237
id2342371,2,2016-06-11 02:36:05,2016-06-11 02:39:53,1,-74.003082275390625,40.718109130859375,-74.008216857910156,40.723930358886719,N,228
id0676754,1,2016-04-21 21:08:39,2016-04-21 21:14:14,1,-73.950172424316406,40.780128479003906,-73.959449768066406,40.775260925292969,N,335
id0623579,2,2016-03-08 12:10:01,2016-03-08 12:16:01,2,-73.962661743164063,40.809600830078125,-73.956382751464844,40.818099975585938,N,360
id1601929,1,2016-04-08 15:36:09,2016-04-08 16:19:05,1,-74.015960693359375,40.711353302001953,-73.958656311035156,40.760124206542969,N,2576
id2934848,1,2016-02-09 23:09:43,2016-02-09 23:14:56,1,-73.987846374511719,40.738140106201172,-74.003082275390625,40.738739013671875,N,313
id2213258,2,2016-02-28 09:10:14,2016-02-28 09:15:16,2,-73.979087829589844,40.751781463623047,-73.976638793945313,40.759151458740234,N,302
id0796233,2,2016-02-29 08:42:28,2016-02-29 08:47:55,5,-73.9954833984375,40.759540557861328,-73.986160278320312,40.770660400390625,N,327
id1790231,2,2016-05-13 09:15:37,2016-05-13 09:39:07,1,-73.960029602050781,40.7735595703125,-73.988906860351563,40.777580261230469,N,1410
id1983292,1,2016-05-28 12:55:27,2016-05-28 13:01:34,1,-74.004890441894531,40.730064392089844,-73.993171691894531,40.722873687744141,N,367
id3319574,2,2016-02-18 11:58:41,2016-02-18 12:03:45,1,-73.993492126464844,40.736843109130859,-73.990447998046875,40.746353149414063,N,304
id1862584,1,2016-06-18 09:57:36,2016-06-18 09:59:05,1,-73.964363098144531,40.772903442382813,-73.958320617675781,40.781684875488281,N,89
id3298135,1,2016-06-18 18:03:53,2016-06-18 18:12:56,1,-73.996536254882813,40.763336181640625,-73.993125915527344,40.755317687988281,N,543
id0348903,1,2016-05-08 01:59:28,2016-05-08 02:00:52,1,-73.974510192871094,40.788482666015625,-73.967628479003906,40.792926788330078,N,84
id0327557,1,2016-03-19 01:35:26,2016-03-19 01:44:36,1,-73.980056762695312,40.726943969726563,-73.997802734375,40.741668701171875,N,550
id0255100,1,2016-05-07 12:19:15,2016-05-07 12:25:42,1,-73.993766784667969,40.741584777832031,-74.003219604492188,40.749305725097656,Y,387
id2806234,1,2016-04-06 07:40:40,2016-04-06 07:44:31,1,-74.002792358398438,40.730781555175781,-74.002830505371094,40.723335266113281,N,231
id1420458,2,2016-04-17 14:52:04,2016-04-17 14:55:06,1,-74.006141662597656,40.734851837158203,-73.999992370605469,40.743267059326172,N,182
id2965510,1,2016-01-16 14:06:43,2016-01-16 14:13:52,1,-73.979026794433594,40.766788482666016,-73.98492431640625,40.75897216796875,N,429
id2019479,1,2016-06-27 18:32:37,2016-06-27 18:45:22,2,-73.960494995117188,40.768974304199219,-73.97662353515625,40.780662536621094,N,765
id1791575,2,2016-06-07 18:46:03,2016-06-07 18:49:33,1,-73.984298706054688,40.779888153076172,-73.978782653808594,40.783378601074219,N,210
id0123198,2,2016-04-23 19:40:35,2016-04-23 19:51:59,1,-73.990379333496094,40.728908538818359,-73.990943908691406,40.718391418457031,N,684
id0822976,1,2016-06-13 16:26:08,2016-06-13 16:30:03,1,-73.9615478515625,40.776287078857422,-73.955024719238281,40.773059844970703,N,235
id2958024,1,2016-02-23 17:47:27,2016-02-23 17:52:36,1,-74.004226684570313,40.742538452148438,-73.995185852050781,40.749748229980469,N,309
id0085056,2,2016-06-13 21:05:12,2016-06-13 21:13:18,1,-73.975791931152344,40.776371002197266,-73.975341796875,40.790439605712891,N,486
id1819805,2,2016-05-19 12:14:43,2016-05-19 12:32:22,5,-73.980911254882812,40.782688140869141,-74.000259399414063,40.742748260498047,N,1059
id3735120,1,2016-06-22 14:29:20,2016-06-22 14:46:46,1,-73.962348937988281,40.779151916503906,-73.973663330078125,40.763534545898437,N,1046
id0258188,1,2016-01-22 23:22:06,2016-01-22 23:51:21,1,-73.870986938476562,40.773670196533203,-74.001655578613281,40.752090454101563,N,1755
id3072324,2,2016-02-25 20:27:17,2016-02-25 20:30:54,1,-73.998306274414063,40.74603271484375,-73.992622375488281,40.738105773925781,N,217
id3709289,1,2016-04-15 00:03:27,2016-04-15 00:22:59,1,-74.001373291015625,40.731025695800781,-73.9849853515625,40.684505462646484,N,1172
id3037889,2,2016-01-02 18:15:21,2016-01-02 18:37:05,1,-73.99688720703125,40.742172241210937,-73.94842529296875,40.788986206054687,N,1304
id2599787,1,2016-05-06 09:58:16,2016-05-06 10:08:12,1,-73.98150634765625,40.769245147705078,-73.965232849121094,40.772117614746094,N,596
id3734786,2,2016-04-17 00:15:10,2016-04-17 00:19:42,1,-73.974418640136719,40.790996551513672,-73.967399597167969,40.793014526367188,N,272
id1890508,2,2016-05-16 10:21:47,2016-05-16 10:43:47,5,-73.972312927246094,40.796409606933594,-73.96990966796875,40.763809204101562,N,1320
id3427562,1,2016-06-01 01:32:17,2016-06-01 01:37:28,1,-73.974357604980469,40.750736236572266,-73.957748413085937,40.773445129394531,N,311
id0438725,2,2016-03-20 10:10:16,2016-03-20 10:19:51,1,-73.958610534667969,40.778301239013672,-73.978340148925781,40.750831604003906,N,575
id2948774,1,2016-06-25 12:44:39,2016-06-25 12:58:40,1,-73.954559326171875,40.765365600585938,-73.988677978515625,40.745826721191406,N,841
id1790478,2,2016-06-22 07:55:07,2016-06-22 08:05:44,2,-73.983802795410156,40.780792236328125,-73.973579406738281,40.762275695800781,N,637
id0174222,2,2016-04-15 00:53:44,2016-04-15 00:58:28,1,-73.967987060546875,40.768661499023438,-73.967987060546875,40.768661499023438,N,284
id0366220,1,2016-01-25 20:44:57,2016-01-25 20:58:00,1,-73.966110229492188,40.794723510742187,-73.94464111328125,40.779552459716797,N,783
id1004775,1,2016-04-10 01:03:43,2016-04-10 01:07:31,1,-73.973472595214844,40.763374328613281,-73.985649108886719,40.756172180175781,N,228
id2265839,2,2016-06-15 11:40:48,2016-06-15 11:53:23,1,-73.992279052734375,40.763893127441406,-73.966224670410156,40.764690399169922,N,755
id2662529,2,2016-06-08 06:01:22,2016-06-08 06:12:21,2,-73.954627990722656,40.804039001464844,-73.974876403808594,40.761882781982422,N,659
id0657089,2,2016-05-26 03:44:49,2016-05-26 04:00:15,1,-73.967376708984375,40.756359100341797,-73.91925048828125,40.815170288085937,N,926
id1355234,2,2016-02-10 16:22:53,2016-02-10 16:39:09,1,-73.983940124511719,40.755451202392578,-73.995811462402344,40.759078979492188,N,976
id0395414,1,2016-02-04 21:06:22,2016-02-04 21:25:45,4,-74.005752563476563,40.740436553955078,-73.989784240722656,40.714107513427734,N,1163
id1096849,1,2016-04-08 04:10:41,2016-04-08 04:17:31,1,-73.966094970703125,40.765018463134766,-73.985084533691406,40.739551544189453,Y,410
id2645861,2,2016-06-15 21:31:23,2016-06-15 21:39:30,6,-73.970909118652344,40.762065887451172,-73.954421997070312,40.770561218261719,N,487
id1713911,1,2016-02-20 06:49:46,2016-02-20 06:53:21,1,-73.97808837890625,40.748363494873047,-73.985748291015625,40.735092163085938,N,215
id1949624,1,2016-02-28 19:48:52,2016-02-28 20:00:31,1,-73.982330322265625,40.763076782226563,-74.000106811523438,40.747817993164063,N,699
id0695870,1,2016-02-19 00:05:30,2016-02-19 00:29:56,1,-73.987808227539062,40.744693756103516,-73.926895141601563,40.762706756591797,N,1466
id0226063,2,2016-06-20 22:58:45,2016-06-20 23:33:32,1,-73.955978393554688,40.772148132324219,-73.828475952148438,40.709358215332031,N,2087
id1718775,2,2016-01-18 12:21:03,2016-01-18 12:32:01,1,-73.97747802734375,40.726001739501953,-73.982200622558594,40.745609283447266,N,658
id0156124,1,2016-03-04 21:05:06,2016-03-04 21:22:26,1,-73.987228393554688,40.755653381347656,-73.983161926269531,40.730537414550781,N,1040
id2076573,1,2016-01-17 12:11:26,2016-01-17 12:14:48,1,-73.958694458007812,40.714939117431641,-73.963722229003906,40.71844482421875,N,202
id1502825,1,2016-04-24 00:46:14,2016-04-24 01:03:10,4,-74.007369995117188,40.740043640136719,-74.003311157226563,40.718921661376953,N,1016
id3683557,2,2016-01-21 06:57:42,2016-01-21 07:10:15,1,-73.977020263671875,40.726318359375,-73.978462219238281,40.759769439697266,N,753
id1669803,1,2016-01-26 20:32:24,2016-01-26 21:13:43,1,-73.974922180175781,40.762477874755859,-74.021514892578125,40.624992370605469,N,2479
id2587536,2,2016-04-30 14:15:43,2016-04-30 14:30:36,1,-73.99810791015625,40.729499816894531,-73.985137939453125,40.756069183349609,N,893
id3595292,2,2016-04-24 06:41:35,2016-04-24 06:55:20,2,-74.015342712402344,40.715915679931641,-73.956184387207031,40.765308380126953,N,825
id0346353,1,2016-04-12 14:25:58,2016-04-12 14:44:15,2,-73.971878051757812,40.794792175292969,-73.850303649902344,40.828559875488281,N,1097
id2557022,2,2016-02-12 23:05:58,2016-02-12 23:15:37,6,-73.986007690429688,40.726558685302734,-74.003791809082031,40.734901428222656,N,579
id0918647,1,2016-03-01 17:26:46,2016-03-01 17:41:10,1,-73.991203308105469,40.745399475097656,-74.002326965332031,40.760475158691406,N,864
id3103927,1,2016-01-11 21:30:18,2016-01-11 22:12:07,1,-73.993133544921875,40.722518920898437,-73.919204711914062,40.782958984375,N,2509
id0228700,1,2016-01-03 14:33:38,2016-01-03 14:50:58,1,-73.963653564453125,40.76171875,-73.986091613769531,40.765972137451172,Y,1040
id1128959,2,2016-05-14 16:50:14,2016-05-14 16:57:04,2,-73.963020324707031,40.762645721435547,-73.971969604492187,40.765468597412109,N,410
id2257615,2,2016-04-02 16:31:14,2016-04-02 16:37:59,1,-73.987762451171875,40.749645233154297,-73.969749450683594,40.762863159179688,N,405
id1943365,2,2016-06-18 02:23:02,2016-06-18 02:33:28,6,-74.000877380371094,40.729038238525391,-73.990730285644531,40.750999450683594,N,626
id0666881,2,2016-03-16 08:51:34,2016-03-16 09:29:10,4,-73.956588745117187,40.780868530273438,-73.988876342773438,40.747928619384766,N,2256
id0759011,1,2016-03-24 07:44:34,2016-03-24 07:59:46,1,-73.950042724609375,40.776100158691406,-74.0057373046875,40.70654296875,N,912
id1194908,1,2016-05-20 10:25:22,2016-05-20 10:31:59,1,-74.015243530273437,40.710887908935547,-74.005638122558594,40.715339660644531,N,397
id0864117,1,2016-06-16 14:46:41,2016-06-16 15:08:27,1,-73.980361938476562,40.783340454101563,-73.958839416503906,40.777553558349609,N,1306
id3159511,1,2016-01-23 00:47:24,2016-01-23 00:58:04,1,-73.99920654296875,40.728286743164062,-73.985748291015625,40.743328094482422,N,640
id3848649,1,2016-01-27 07:08:13,2016-01-27 07:11:32,1,-73.954879760742187,40.778095245361328,-73.948265075683594,40.774696350097656,N,199
id3817097,1,2016-01-03 01:29:36,2016-01-03 01:39:39,2,-73.965934753417969,40.758106231689453,-73.928077697753906,40.762363433837891,N,603
id2979446,2,2016-01-03 15:30:18,2016-01-03 16:26:16,1,-73.789756774902344,40.643531799316406,-74.001129150390625,40.733478546142578,N,3358
id0631451,1,2016-06-02 16:50:51,2016-06-02 17:10:22,1,-73.976974487304688,40.764808654785156,-73.976516723632813,40.749916076660156,N,1171
id0633528,2,2016-02-08 03:17:31,2016-02-08 03:21:44,1,-73.995925903320312,40.764228820800781,-73.991058349609375,40.757976531982422,N,253
id2734334,1,2016-03-19 23:38:05,2016-03-20 00:03:38,1,-73.98162841796875,40.690425872802734,-73.990028381347656,40.769851684570313,N,1533
id3684703,1,2016-01-19 18:42:39,2016-01-19 18:48:50,1,-73.990577697753906,40.740013122558594,-73.998916625976563,40.734447479248047,N,371
id0504711,2,2016-01-26 19:50:36,2016-01-26 19:59:37,1,-73.949989318847656,40.772148132324219,-73.963333129882813,40.768329620361328,N,541
id3419986,1,2016-03-02 00:13:10,2016-03-02 00:14:39,1,-73.988906860351563,40.763587951660156,-73.993934631347656,40.759086608886719,N,89
